content_id,content_text,emotion_label,split
bilibili_comment:276785894880,老贾是个狠人，把自己脖子抹了 也要呲你一身血……[捂脸],sarcastic,train
bilibili_comment:276263161360,"乡村基, 老乡鸡, 大米先生为什么可以?",neutral,train
bilibili_comment:291782602609,预不预制菜不说，西贝卖那么贵，结果用的最便宜的转基因大豆油，可想而知这种企业人前一套背后一套,negative,train
bilibili_comment:274616656321,[doge]西贝打着有机零添加走健康母婴的路线，用预制菜添加剂临期产品。还当现炒的菜卖很贵就过分了,disappointed,train
bilibili_comment:274774338337,谁把预制菜放我家冰箱了,sarcastic,train
bilibili_comment:289015128688,回复 @冰封痛点 :我没吃过西贝所以我共情那些没吃过西贝的，因为21块钱一个馒头用的是我们这些老百姓种的只能卖一块多一斤的白面做的。我有钱可以做一些有意义的事情，比如弘扬孔子文化，比如帮助老弱妇孺，并不是去几趟西贝被西贝当傻子，自己跟别人吹上流！如果用过吃过才能抵制的话，是不是飞过🍃的才能当林则徐？,negative,train
bilibili_comment:275994102224,回复 @暴龙战神王子刚 :有没有可能是提前计划好的？罗永浩最擅长的就是三部曲就是，制造矛盾，激化矛盾，控制矛盾。预制菜当然不可取，但从另个方面分析，罗永浩又把自己变成焦点了[笑哭],sarcastic,train
bilibili_comment:274572997633,西贝不就是中式快餐么，吹啥呀，还不如新疆驻京办的餐厅。,negative,train
bilibili_comment:274840600593,好家伙[笑哭][支持],positive,train
bilibili_comment:276280902768,前一段时间，有一个IP是加拿大的人，直接说外国冷链是可以直接食用的标准[笑哭][笑哭][笑哭],sarcastic,train
bilibili_comment:274762264369,我就要中间这个预制菜,neutral,train
bilibili_comment:276244722192,不如甜甜花酿鸡,neutral,train
bilibili_comment:276137719504,回复 @我不是期神 : 十年前就火起来了，  都是在东部沿海一线shoppingmall里，只不过最近几年菜品下降很大价格反而上涨搞得去吃的人逐渐减少，其实早些年他菜品还行的时候也是预制菜，而且真正常去吃的人群本来也都知道他们是预制菜，并不需要姓罗的点拨,neutral,train
bilibili_comment:274818341825,老罗站那架势都还没摆好，对面上来就给自己改花刀[tv_流泪][tv_流泪][tv_流泪],sarcastic,train
bilibili_comment:274579233105,"说西贝缺德，什么狗屁古法戗面馒头纯属智商税，是可以的。
但是罗有几个观点是站不住脚的，
1 为什么商家必须公开说明自己的菜是不是预制菜？有法律强制规定吗？
2 为什么预制菜就应该卖的便宜？它想卖多贵卖随便。由食客去选择就行了。
为什么罗说的这么别扭，归根揭底，有一个隐藏因素，老罗不敢说，就是有很多对健康有需求，对食材安全有追求的人群，对符合国家标准的添加剂并不放心。因为他们关注了一些国外的负面新闻，仔细研究一下就发现标准不一样",neutral,train
bilibili_comment:275975044560,回复 @秀下限无节操 :老板年纪大了，脱离群众太久了，董小姐，西贝贾老板，造车那个李老板，甚至雷布斯也隐隐有这种迹象[doge],sarcastic,train
bilibili_comment:274848131505,预制菜是不能放任何防腐剂的，西贝这玩意还真不是预制菜，他不配（不匹配）[笑哭],sarcastic,train
bilibili_comment:275043270097,这也就是阿里旗下的高德搞那个烟火榜的意义吧。你说这个节骨眼上这些事一起来有没有可能并非巧合呢[吃瓜],neutral,train
bilibili_comment:276077038848,我最早认识老罗，就是大中小杯奶茶，,positive,train
bilibili_comment:290167101633,我表姐喜欢这个，还带我家一起[笑哭] 感觉好像比周边几家高级，其实我吃了一次就不想再去了。日料、 自助才几个钱，性价比高多了,negative,train
bilibili_comment:284844624833,估计180天了,neutral,train
bilibili_comment:274844372737,茅台比一段白酒贵好几十倍，你咋不说？LV包比淘宝同类的包贵几百倍，苹果手机比锤子手机贵的多，这位人品总体个人是喜欢的，但攻击别人也要有章法，价格是市场行为，不是道德行为，不尊重这个道理，你创业锤子手机失败，可能是因为不懂市场经济。,neutral,train
bilibili_comment:290962613488,抽我[吃瓜],neutral,train
bilibili_comment:275868105248,有自如的那味了，想想都多少年了，看的有点热泪盈眶，想起青春了[笑哭],positive,train
bilibili_comment:276232037712,"工业流水线，人人都可以当大厨！
买过那种菜包，就是预制无疑，有防腐添加剂，保鲜时间很久，吃多了肯定不好，价格自己买便宜些，西贝添加了人工加热，品牌，广告，房租水电等费用，价格是实际价格的数倍！
【西贝老板接受采访时曾表示自己高品质预制菜话说，我也能做西贝高级厨师了？-哔哩哔哩】 https://b23.tv/7kIGkDf",negative,train
bilibili_comment:274710881345,笋都让你夺完了[大笑],sarcastic,train
bilibili_comment:289952496160,回复 @BiraZ :他这算啥中央厨房 就是个冷链配送仓库 火都不用开[笑哭],sarcastic,train
bilibili_comment:274575093441,是西贝老板自己吻上来了，老罗彻底兴奋了哈哈哈，本来老罗自己发个微博吐槽下预制菜告知没啥的,sarcastic,train
bilibili_comment:275003813761,对公转账，你挺会唠嗑,sarcastic,train
bilibili_comment:274563212481,本来就是贵和难吃的事情，拐了一下预制菜以后焦点变成预制菜了,neutral,train
bilibili_comment:274519441601,有，就和冷冻饺子包子一样,neutral,train
bilibili_comment:275249408321,比如说一些肉酱，泡菜，腊肉香肠这些都是预制菜，但关键你知道它是预制菜，也是愿意为其买单的。不能忍受的是挂着现做菜的价格卖预制菜。,neutral,train
bilibili_comment:274551301585,也就星巴克打的过罗老师,sarcastic,train
bilibili_comment:276017249168,所以说大家心里都有杆秤，机场那是什么都贵 环比那就是正常价格,neutral,train
bilibili_comment:274565700577,肯定好吃要不人家都连锁了,positive,train
bilibili_comment:287686761473,回复 @战意无疆 :那你举例具体说说呢？哪个餐馆现做低糖低钠又好吃又便宜的？汉堡薯条钠和糖又有多高？你最喜欢那种健康菜品呢？,neutral,train
bilibili_comment:282207581008,回复 @星泽夜启芒诀 :两年的西兰花早就没法吃了[妙啊]加了什么才不烂呢[妙啊]预制菜能加这玩意儿吗[妙啊],sarcastic,train
bilibili_comment:274617905569,[笑哭]当西贝厨房整了去年的羊腿的时候，什么预制菜定义权都不重要了,sarcastic,train
bilibili_comment:276247412608,你没搞懂吧，西贝这个体量的连锁店不可能有积压料理包的。至于仓库里为什么有临期料理包，稍微想想就懂了，是因为所谓的“中央厨房”采购的原材料就是便宜临期货。,negative,train
bilibili_comment:274475277409,对于售卖预制菜应不应该提前告知，我觉得结论是：应该，所有餐厅都应该，至于隔夜羊排卖200，我吃不吃是我的事，希望餐饮界能懂,neutral,train
bilibili_comment:276052159136,回复 @interenationale :请问西贝哪个面条卖五十多？而且我看了一下，巨无霸四件套套餐不打折要卖71呢。,neutral,train
bilibili_comment:275890902384,我不愤怒，因为不影响我吃拼好饭[呲牙]。有钱人才吃的起西贝，他们吃的不健康也挺好。哈哈哈,sarcastic,train
bilibili_comment:289857321280,其实我一直很喜欢吃西贝 尤其是那个烤羊排啊。我可以一次点两份自己吃，真是跟商场里找不出第二家比他家好吃的了。但是在是太贵了，尤其是知道他是预制菜之后（西贝的营销策略让我误以为这是新鲜现做的，我本人也未对其制作流程进行调查）更不乐意去了。而且你就四千员工没岗位就发声了？90年代下岗的几十万东北国企员工怎么不为他们发声？,disappointed,train
bilibili_comment:275911741648,[doge]准备直播带货了，先把流量搞起来,sarcastic,train
bilibili_comment:275863456048,什么都能洗，保质期24个月的西蓝花受累洗一下,sarcastic,train
bilibili_comment:274531611665,回复 @酸奶味之奥利奥 :不是一盘 是一个 切成几片,neutral,train
bilibili_comment:274773236449,快和解了。再搞下去，老罗也怕肉身不保,neutral,train
bilibili_comment:275344125809,西贝:不把我搞死别想收手[干杯],sarcastic,train
bilibili_comment:274760034305,"这西贝老板就是公关灾难啊，公司2万人，在公司内部是老大，但出来谁认你啊。
我和你非亲非故，你公司提供的服务，不能满足我的要求，还教育我要认清现实，那我为什么不去隔壁沙县大饭店，至少他不教育我。",negative,train
bilibili_comment:276073833360,我家有一台跟这个小的一模一样的冰箱，每次拿完东西都要确认是不是关严实了，如果留有缝隙，第二天绝对会结好多冰，尤其是冷冻室，所有抽屉都会冻在一起，需要断电，除冰，很麻烦[无语],negative,train
bilibili_comment:276315211776,不会，真的要商家标明，那商超里面基本死绝了，商场的负一和56层餐厅就是现在最重要的实体经济来源，真不去了真完了,neutral,train
bilibili_comment:275964262160,那一堆保水剂和添加剂，调味剂没看到么？你自己家里冰箱里的冻肉会放这些东西？,negative,train
bilibili_comment:287642581217,个人认为成品保质期超过24小时，半成品超过48小时，都算预制菜,neutral,train
bilibili_comment:274616265409,"出口商品质量高低取决于出口国家的产品标准高低
就跟牛奶一样，不同国家标准不同，标准低的和喝水一样",neutral,train
bilibili_comment:274701064321,冶春的蟹黄汤包，20多一个，全是蟹黄跟蟹肉。厨师在后面现拆现包，全透明的窗户可看。他家也有速冻包子卖，但是跟堂食不是一个价格。,neutral,train
bilibili_comment:276251200512,[保佑]可汗饶了我吧,neutral,train
bilibili_comment:276324496288,你是真不做饭啊。。。但凡是深冻过的玩意，不管荤的素的，那口感完全没办法跟新鲜的比,negative,train
bilibili_comment:274503553777,有点好奇西贝的客群是哪些人，价格贵东西又不好吃,negative,train
bilibili_comment:274843922945,回复 @大叔也可爱 :哈哈,positive,train
bilibili_comment:288474533729,整个事看了几百遍，我都不知道罗永浩错哪了，错在他是网络大V？还是消费者不能吐槽？,negative,train
bilibili_comment:289786325872,[笑哭],neutral,train
bilibili_comment:275997840768,回复 @陈陈陈腼腆 :1300太夸张了    现在580一般没点b数的是   二手私人卖家卖超过350     翻新店家卖超过500     所以我推荐卡诺基   带三年质保   店铺经营事件也长    而且价格还合理    这才是我想要的“预制菜”,neutral,train
bilibili_comment:274682734001,以前在中央厨房上班的给大家解释一下，所谓的中央厨房是当天采购配菜，当天炒，当天集中发到学校或是公司单位，那才是中央厨房。而不是冷冻了两年的菜再拿出来云南解冻加热[吃瓜],neutral,train
bilibili_comment:275994606256,性价比,neutral,train
bilibili_comment:274900468689,因为他们是学生，在温室里待着的，怎么可能知道实际,negative,train
bilibili_comment:276034393696,中央厨房的好处就是门店不用雇佣厨师了，只要会热菜就行，一个这样规模的连锁饭店，在一线城市雇一个厨师不得一两万啊，成本这不就省下来了,neutral,train
bilibili_comment:276038066656,哪家餐厅冷冻馒头卖21,negative,train
bilibili_comment:274657788449,这人就感觉很割裂，从他现场面对采访的话术来看，他是很擅长蛊弄人心和制造热点的，但是怎么转身又各种怪话自爆，搞不明白,negative,train
bilibili_comment:275989879296,无……不奸,disappointed,train
bilibili_comment:274535296977,主要是价格不匹配，你看拼好饭十块钱吃饱预制菜也没人说[doge],sarcastic,train
bilibili_comment:274711524033,那基本只有选择炒面炒粉之类的，属于是吃了能能感觉得到锅气的。炒饭现在都不好说。,neutral,train
bilibili_comment:289809806912,格力，青菜放二十天，比刚买还新鲜😂董明珠说的,sarcastic,train
bilibili_comment:276245606512,一共36元，全是现炒,neutral,train
bilibili_comment:274728553057,避重就轻 歪曲事实，西贝事件的重点是：菜不值价！   我已经看了好多视频都是这样的，感觉是西贝动脑子，把大家的关注点转移到预制菜。从一开始被攻击的点就只有，冷冻菜卖新鲜现做菜的价！,angry,train
bilibili_comment:276169461568,前几年吃过的表示自己像个傻子[笑哭],disappointed,train
bilibili_comment:275954782192,[喜极而泣]我同事的朋友就爱去，说觉得他家健康。,sarcastic,train
bilibili_comment:276154559344,结束了，老罗在微博上发文了！估计有大佬打招呼了！[笑哭],neutral,train
bilibili_comment:276016496880,有没有懂内行的兄弟解答 我这些年一直奇怪一件事像lv一个菜篮子包能卖几万 它也不是高端东西啊不就是个菜篮子吗 怎么就没人敢锤lv这种更坑的货,neutral,train
bilibili_comment:276014041568,40/50是我们买的价，可不是他们买的价[doge],sarcastic,train
bilibili_comment:275973478656,海鱼哪有鲜的，不都得动的?,neutral,train
bilibili_comment:276009349728,回复 @Q陈家小鼠Q :那很健康了，直接从孩童时期就开始防腐了[doge],sarcastic,train
bilibili_comment:279286878097,求 BGM,neutral,train
bilibili_comment:275987568448,直播团队是真水[doge],sarcastic,train
bilibili_comment:274528054641,馒头 饺子这些不算预制菜  这个有规定,neutral,train
bilibili_comment:276047211424,突然意识到，按西贝的标准，方便面都不算预制菜，都算新鲜的[笑哭],sarcastic,train
bilibili_comment:275899304560,人家卖这么贵你就要去吃吗？和平饭店50块的可乐怎么说来着。正常智力的应该不会点20块一个的馒头吧,sarcastic,train
bilibili_comment:274835900785,话说回来，有机会在西贝旁边开一个东贝，西贝炒不了的菜我东贝炒，西贝煲不了的汤我东贝煲。一句话，西贝做得了的菜我东贝要做，西贝做不了的菜我更要做，新鲜食材，当天现炒，这，就是——东贝！,sarcastic,train
bilibili_comment:292233248512,西贝贾老板做的最错的事就是选择硬刚  这么大个公司  有自己的公关团队  这些事就应该留给公关团队来搞,neutral,train
bilibili_comment:291134148704,回复 @秋里繁花尽 :怎么就不是时代红利了？现在给你一百万你能干啥？王思聪当年什么风头？熊猫tv花重金弄过去多少大主播？你说他那几年家底不够么？最后熊猫tv怎么样了？你把贾国龙西贝变成现在新开张的连锁店，这个品质能干这么多年我跟你姓。那个年代只要有点胆子南北来回倒腾货物就能发家。,neutral,train
bilibili_comment:275358215873,回复 @跳楼の猫 :看西贝老板这么自信以为是稳的顺风局,sarcastic,train
bilibili_comment:289766971600,有种跟AI对话的感觉，下一轮对话开头就是“你说的对，我重新思考了一下...”,sarcastic,train
bilibili_comment:276163876816,罗永浩年纪大了，不想再树敌了，再加上他跟贾老板其实也没啥深仇大恨，不像他跟王自如的恩怨。而且这次罗永浩确实也没干啥，全是贾老板的自杀行为,neutral,train
bilibili_comment:276066953952,小菜馆，有很大风险，每次味道不一样，量也不一样，还不知道干不干净，相比之下我更信预制菜的标准,neutral,train
bilibili_comment:274878026705,其实没那么复杂。一切只在于能否坐上相对权力构成中的“位次”，至于怎么坐上的，合法，违法，真本事，时代，运气，就五花八门了。,neutral,train
bilibili_comment:276212412544,老罗只有这样才能保住自己  他需要时刻站在大众面前  要不然就……  你们懂得,neutral,train
bilibili_comment:289767006480,这傅立叶变换，快的大V们都跟不上频率了[笑哭]。,sarcastic,train
bilibili_comment:275556315969,鸡蛋没两年我不吃。,negative,train
bilibili_comment:288366325985,"我有一个问题不解，抛出来希望大家讨论一下

其实有很多很贵，然后明显是预制菜，甚至连预制菜都不如的餐饮品牌，大家从来没说过什么？为什么到了西贝这里就群情激奋了。
比如，我记得我小时候（九几年），按当时的物价肯德基算是贵上天了，都是过生日才舍得去一次，大家一直吃了这么多年也没人说什么。
再比如味千拉面，价格也很高，纯预制，或者在我个人看来连预制都不如，为啥大家都不觉得有问题。",neutral,train
bilibili_comment:274607166513,预制菜好啊那我去餐厅吃干嘛我自己都能做[吃瓜],sarcastic,train
bilibili_comment:275875327808,要挣钱还怕起一大早，干脆在家睡觉算了,sarcastic,train
bilibili_comment:276142821728,"工业流水线，人人都可以当大厨！
买过那种菜包，就是预制无疑，有防腐添加剂，保鲜时间很久，吃多了肯定不好，价格自己买便宜些，西贝添加了人工加热，品牌，广告，房租水电等费用，价格是实际价格的数倍！
【西贝老板接受采访时曾表示自己高品质预制菜话说，我也能做西贝高级厨师了？-哔哩哔哩】 https://b23.tv/7kIGkDf",negative,train
bilibili_comment:274629913633,确实不是预制菜，是罐头,sarcastic,train
bilibili_comment:276109691024,回复 @圣像破坏派朱厚熜 :合法是食品安全的底线，而去吃西贝的高价菜都不是冲着这个底线去的。都是认为我花了更多的钱会吃到更好的安全标准。总不至于跟地摊一样。,disappointed,train
bilibili_comment:276001742992,时代发展了，改磁吸了,neutral,train
bilibili_comment:276142607856,支持一下，谢谢喵[星星眼]BV1JNpJzcE9B,positive,train
bilibili_comment:274711020097,太冷了,neutral,train
bilibili_comment:289056212016,回复 @账号hasbeen注销 :她们说的是女尊，女人当皇帝的世界观,neutral,train
bilibili_comment:276142959856,b站最硬的甲方就是我，没有之一[鼓掌],neutral,train
bilibili_comment:274870526465,驴头不对马嘴,neutral,train
bilibili_comment:274843548033,鸿茅药酒，历历在目[doge],sarcastic,train
bilibili_comment:274643876033,第一眼，43元的炒鸡也不贵啊，仔细一看，什么！鸡蛋！长见识了，老家的土鸡蛋都不敢这么贵,sarcastic,train
bilibili_comment:275974264736,回复 @PlatoHo :他家鸡扒感觉清军入关就在腌了，鸡味很大+很重的腌料味道，还腌得不香,negative,train
bilibili_comment:286966273745,"呃，以上三者除了这个方便面。都不符合国标定义的预制菜。但是确实符合我们大众印象当中的预制菜

这个预制他的草案是已经出来了的“以食用农产品及其制品为原料，经工业化预加工（如搅拌、腌制、滚揉、成型、炒、炸、烤、煮、蒸等工艺）制成，配以或不配以调味料包，需经加热或熟制后方可食用的预包装菜肴。
不得添加防腐剂”啊，不对啊，好像现在这个方便面也有一点点防腐剂，那方便面也不能算。",neutral,train
bilibili_comment:281702422097,"自己做过厨师，开过小饭馆，简单说点
预制菜是预制菜，半成品加工是半成品加工，冷冻品是冷冻品。
举几个例子
例子一，土豆丝，豆角，四季豆，这些原食材，大部分都会先切配完成，等有客人点餐，直接冰箱保鲜柜里拿出来炒就可以了。小餐馆大部分都是这么做的，大餐馆可能比较好这一点，有专门的负责其余流程的工作人员。师傅只管炒菜，甚至有些餐馆就连调味都是有专门人员调好的。
你说这是预制菜吗？并不是，这叫从半成品原料到成品，同样的还有肯麦里的薯条，鸡块，鸡米花。
例子二，冻库拉出来的几年前的猪肉，猪脚，鸡肉，鸡腿。用这些食材，解冻后现切现做，你说这是预制菜吗？这也不是预制菜，这叫冻品。
例子三，市面上的方便面，水一泡完事，这是预制菜吗？是的，这就是预制菜。[doge]",neutral,train
bilibili_comment:274846413473,武大校长该怎么谢谢罗永浩，热点终于过去了,neutral,train
bilibili_comment:274728474289,没毛病[doge],positive,train
bilibili_comment:276195993472,预制菜没毛病，有时候中午为了节省时间，我还专门去预制菜饭馆吃，但预制菜假装现炒菜还卖高价就不对了。,negative,train
bilibili_comment:275958203328,肯德基，麦当劳算吗？[doge],neutral,train
bilibili_comment:274752048625,成了后妈严选了[笑哭][笑哭],sarcastic,train
bilibili_comment:287656035617,连锁店如果超过一个城市基本不可能，不然无法保证每家店味道一样,neutral,train
bilibili_comment:274928659857,都说你立场有问题，今日一看果然名不虚传，视频最后图穷匕见,negative,train
bilibili_comment:277315980832,回复 @Diegoiscomeback :那警察咋知道有没有偷拍，这不就可以随意偷拍了,neutral,train
bilibili_comment:274639376113,你没看看老罗以前的战绩，西门子公司够大够硬吧！又怎样？,positive,train
bilibili_comment:274651329217,我寻思之前冷链还没做起来的时候难道不是餐厅就不开了吗，现在有的小餐厅没有冷链就不开了吗？,neutral,train
bilibili_comment:274618952289,我很好奇当年韩国手机爆炸是不是中国制造的[吃瓜],neutral,train
bilibili_comment:289937477728,其实必胜客也贵，只是节奏小,neutral,train
bilibili_comment:274533242353,还有一个预制菜的重灾区：日料，价格和利润比这玩意更离谱[辣眼睛],negative,train
bilibili_comment:274904449521,我说这剃须刀咋那么眼熟[doge],sarcastic,train
bilibili_comment:274801136497,胖东来也有预制菜，是生鲜区处理好打包的那种,neutral,train
bilibili_comment:276098284528,"回复 @画面里的水 : 并不是你想的那个意思
是麦当劳有些薯条炸完了会放保温，放久了就会软
所以有些人喜欢刚炸完的薯条，就会要求现炸的薯条
并不是指要从鲜土豆开始做起",neutral,train
bilibili_comment:274821789425,绷不住了[颂乐人偶_眯眼笑],positive,train
bilibili_comment:274574230081,算欺诈消费者的问题，明明有预制，却一本正经的说绝无预制,disappointed,train
bilibili_comment:287731987121,牢喵求签名,neutral,train
bilibili_comment:289824114704,不管怎么狡辩，反正他不是现炒的这一点没有争议[滑稽],sarcastic,train
bilibili_comment:274838687089,呵，需要的就是老罗敢说敢做，对不对自有大众论断。,positive,train
bilibili_comment:276258431184,回复 @一块煤渣 : 您太小看现代工业了，实现大火热油的操作有什么难的？工业化还能实现，‌毫秒级别的加热时间控制，精准的加热温度，毫克级别的重量控制，微克，飞克，皮克。级别的调味料添加控制（飞克，皮克，是生物医学制药才用的到的单位），这样精准的控制还有什么唯独味道调不出来？,positive,train
bilibili_comment:276085428496,其实我一直想不明白一个问题，既然都骂西贝又贵又难吃，那到底是谁在去吃西贝？这玩意也不是那种偏商务的饭店啊,neutral,train
bilibili_comment:289785846096,"罗永浩：怕了，勿cue
 00:19",sarcastic,train
bilibili_comment:274761155633,回复 @风趣轨迹 :我指的不是罗跟西贝的官司谁赢，而是以后出台的正儿八经的国标，大概率是以企业提出的定义来的。,neutral,train
bilibili_comment:276111666192,回复 @Laowenn :谁说不存在危害，不存在危害为什么要标识出来?,negative,train
bilibili_comment:274485405233,在广东，甚至有些大排档都有鱼池的，西贝的这个价格甚至不愿意早起去买鱼,negative,train
bilibili_comment:289902818496,了,neutral,train
bilibili_comment:276156273344,抽我 哥,neutral,train
bilibili_comment:287708355937,我们的大米，会变成什么样子😭,anxious,train
bilibili_comment:276189980976,我要吃这些修炼很久的食物，拿去那边，去西贝，可以吃这些修炼成仙的菜,sarcastic,train
bilibili_comment:276425199696,回复 @开车很飘 :家宴你要有那手艺...反正我做的东西糊弄自己还行，实在拿不出来让人陪我坐牢,neutral,train
bilibili_comment:276049285488,[doge]不行，厨艺太高了，工资成本超预算了,sarcastic,train
bilibili_comment:274624661217,回复 @wabt88 :他视频自己说了，商业社会下定价多少一个愿打一个愿挨那一段话，你重新看多几篇吧，别断章取义。而且提及过很多次不是不让你用预制菜,neutral,train
bilibili_comment:276246699728,你会修微波炉吗？,positive,train
bilibili_comment:276066784192,肯德基和麦当劳卖的可不是预制菜的价格啊，同比看看德克士、塔斯汀,neutral,train
bilibili_comment:275033462657,回复 @业火滔水 :蜜雪冰城也是大众观点下的预制，但是谁敢说小雪不好我TM第一个搞死他[滑稽],sarcastic,train
bilibili_comment:290135602993,回复 @窃夏 :人家姓贾[笑哭],sarcastic,train
bilibili_comment:274795718337,赶紧请来当厨师长,sarcastic,train
bilibili_comment:274666259745,回复 @11Derrick :资金到位了？有钱一起赚呗[汤圆],sarcastic,train
bilibili_comment:292253528960,回复 @消灭碧油鸡 :赶上国内大基建时期，他们起步早不就能赚钱。现在房地产萧条建材不好做了，这种时候就能看出是真有本事还是纯风口上的猪。,neutral,train
bilibili_comment:276251992336,"在贾老板的理解中，24个月保质期的西蓝花，9个月的羊腿，1年的鸡翅，袋装的鸡汤，这些都不是预制菜，所以才敢让媒体直播
这已经是思想出问题了，离人民群众太远了",disappointed,train
bilibili_comment:274553081233,回复 @丨福禄丨 :没有啊，你自己搜纯冷冻鸡肉，能保存9~12个月，最好不要超过9个月使用，没有高科技，但是不是你自己去生鸡冷冻，一般那种都是专门工厂急冻密封包装的。我是觉得如果没有任何化学品或者调料的情况下，就不算预制菜了。,neutral,train
bilibili_comment:287631959281,董存瑞点赞,sarcastic,train
